Source IP,Destination IP,Destination Port
10.131.170.192,10.129.104.64,389
10.131.170.206,10.5.76.214,389
10.131.170.22,10.129.104.64,389
10.131.170.236,10.129.104.65,389
10.131.170.237,10.129.104.64,389
10.131.170.24,10.5.76.123,389
10.131.170.243,10.129.104.64,389
10.131.170.251,10.129.104.64,389
10.131.170.28,10.5.76.123,389
10.131.170.38,10.129.104.65,389
10.131.170.48,10.5.76.230,389
10.131.170.49,10.129.104.65,389
10.131.170.51,10.5.76.230,389
10.131.170.56,10.129.104.65,389
10.131.170.58,10.129.104.64,389
10.131.170.59,10.129.104.64,389
10.131.170.79,10.5.76.209,389
10.131.170.86,10.129.104.64,389
10.131.170.88,10.129.104.65,389
10.131.170.98,10.129.104.64,389
10.131.171.105,10.129.104.64,389
10.131.171.220,10.129.104.65,389
10.131.171.38,10.5.76.123,389
10.131.171.4,10.129.104.64,389
10.131.171.50,10.129.104.65,389
10.131.171.77,10.5.76.209,389
10.131.176.21,10.129.104.65,389
10.131.176.46,10.129.104.64,389
10.131.176.56,10.129.104.64,389
10.131.177.195,10.129.104.65,389
10.131.177.211,10.129.104.64,389
10.131.181.245,10.129.104.64,389
10.131.192.119,10.129.104.64,389
10.131.192.139,10.129.104.64,389
10.131.192.142,10.129.104.64,389
10.131.192.183,10.129.104.65,389
10.131.192.213,10.129.104.65,389
10.131.192.214,10.129.104.65,389
10.131.192.224,10.129.104.64,389
10.131.192.232,10.129.104.65,389
10.131.192.238,10.129.104.65,389
10.131.192.242,10.129.104.65,389
10.131.192.244,10.129.104.64,389
10.131.192.98,10.129.104.64,389
10.131.193.112,10.129.104.65,389
10.131.193.113,10.129.104.65,389
10.131.193.116,10.129.104.65,389
10.131.193.125,10.129.104.65,389
10.131.193.139,10.129.104.64,389
10.131.193.14,10.129.104.64,389
10.131.193.140,10.129.104.64,389
10.131.193.143,10.129.104.64,389
10.131.193.149,10.129.104.64,389
10.131.193.152,10.129.104.65,389
10.131.193.156,10.129.104.64,389
10.131.193.162,10.129.104.65,389
10.131.193.175,10.129.104.64,389
10.131.193.19,10.129.104.65,389
10.131.193.191,10.129.104.65,389
10.131.193.226,10.129.104.64,389
10.131.193.230,10.129.104.65,389
10.131.193.231,10.129.104.64,389
10.131.193.233,10.129.104.64,389
10.131.193.240,10.129.104.65,389
10.131.193.243,10.129.104.64,389
10.131.193.244,10.129.104.65,389
10.131.193.245,10.129.104.65,389
10.131.193.247,10.129.104.65,389
10.131.193.248,10.129.104.65,389
10.131.193.27,10.129.104.64,389
10.131.193.30,10.129.104.64,389
10.131.193.8,10.129.104.65,389
10.131.193.92,10.129.104.65,389
10.131.193.99,10.129.104.64,389
10.131.224.145,10.129.104.65,389
10.131.224.26,10.129.104.64,389
10.131.224.29,10.129.104.65,389
10.131.224.33,10.129.104.65,389
10.131.224.34,10.129.104.65,389
10.131.224.55,10.129.104.64,389
10.131.224.90,10.129.104.65,389
10.131.226.112,10.129.104.65,389
10.131.226.131,10.129.104.64,389
10.131.226.14,10.129.104.64,389
10.131.226.19,10.129.104.64,389
10.131.226.198,10.129.104.64,389
10.131.226.211,10.129.104.64,389
10.131.226.227,10.129.104.65,389
10.131.226.251,10.129.104.64,389
10.131.226.41,10.129.104.64,389
10.131.226.46,10.129.104.64,389
10.131.226.74,10.129.104.64,389
10.131.226.88,10.129.104.64,389
10.131.226.94,10.129.104.64,389
10.131.227.110,10.129.104.64,389
10.131.227.126,10.129.104.64,389
10.131.227.140,10.5.76.230,389
10.131.227.141,10.5.76.230,389
10.131.227.149,10.129.104.64,389
10.131.227.174,10.129.104.64,389
10.131.227.179,10.129.104.65,389
10.131.227.182,10.129.104.65,389
10.131.227.187,10.129.104.64,389
10.131.227.188,10.129.104.64,389
10.131.227.226,10.129.104.64,389
10.131.227.237,10.129.104.65,389
10.131.227.24,10.129.104.65,389
10.131.227.250,10.129.104.64,389
10.131.227.28,10.129.104.65,389
10.131.227.34,10.129.104.65,389
10.131.227.81,10.129.104.64,389
10.131.227.99,10.129.104.65,389
10.131.230.106,10.129.104.64,389
10.131.230.116,10.129.104.65,389
10.131.230.138,10.129.104.64,389
10.131.230.147,10.129.104.64,389
10.131.230.189,10.129.104.64,389
10.131.230.224,10.129.104.65,389
10.131.231.132,10.5.76.230,389
10.131.231.202,10.129.104.64,389
10.131.231.211,10.129.104.64,389
10.131.231.237,10.129.104.65,389
10.131.231.25,10.129.104.64,389
10.131.231.40,10.129.104.64,389
10.131.231.73,10.129.104.65,389
10.131.231.93,10.129.104.65,389
10.131.236.112,10.129.104.64,389
10.131.236.123,10.129.104.64,389
10.131.236.148,10.129.104.64,389
10.131.236.171,10.129.104.64,389
10.131.236.186,10.129.104.65,389
10.131.236.188,10.129.104.64,389
10.131.236.190,10.129.104.65,389
10.131.236.221,10.129.104.65,389
10.131.236.231,10.129.104.64,389
10.131.236.87,10.129.104.64,389
10.131.236.98,10.129.104.64,389
10.131.237.104,10.129.104.65,389
10.131.237.135,10.129.104.64,389
10.131.237.170,10.129.104.64,389
10.131.237.172,10.129.104.65,389
10.131.237.19,10.129.104.64,389
10.131.237.222,10.129.104.65,389
10.131.237.227,10.129.104.64,389
10.131.237.229,10.129.104.64,389
10.131.237.28,10.129.104.64,389
10.131.237.40,10.129.104.64,389
10.131.237.41,10.129.104.65,389
10.131.237.50,10.129.104.64,389
10.131.237.97,10.129.104.64,389
10.131.239.25,10.129.104.64,389
10.131.32.116,10.129.104.65,389
10.131.32.130,10.129.104.65,389
10.131.32.147,10.129.104.64,389
10.131.32.148,10.129.104.65,389
10.131.32.157,10.129.104.65,389
10.131.32.158,10.129.104.64,389
10.131.32.161,10.129.104.65,389
10.131.32.179,10.129.104.64,389
10.131.32.191,10.129.104.65,389
10.131.32.224,10.129.104.64,389
10.131.32.77,10.40.202.20,389
10.131.32.79,10.129.104.65,389
10.131.32.80,10.129.104.65,389
10.131.32.81,10.129.104.65,389
10.131.33.109,10.129.104.64,389
10.131.33.111,10.129.104.65,389
10.131.33.136,10.129.104.65,389
10.131.33.156,10.129.104.65,389
10.131.33.16,10.129.104.65,389
10.131.33.173,10.129.104.64,389
10.131.33.183,10.129.104.65,389
10.131.33.199,10.129.104.64,389
10.131.33.214,10.129.104.65,389
10.131.33.215,10.129.104.64,389
10.131.33.223,10.129.104.65,389
10.131.33.242,10.129.104.65,389
10.131.33.254,10.129.104.64,389
10.131.33.39,10.129.104.65,389
10.131.33.52,10.129.104.64,389
10.131.33.83,10.129.104.64,389
10.131.33.93,10.129.104.65,389
10.131.33.95,10.129.104.64,389
10.131.36.108,10.129.104.64,389
10.131.36.109,10.129.104.65,389
10.131.36.123,10.129.104.64,389
10.131.36.128,10.5.76.123,389
10.131.36.162,10.129.104.65,389
10.131.36.168,10.129.104.65,389
10.131.36.181,10.129.104.64,389
10.131.36.182,10.129.104.64,389
10.131.36.185,10.129.104.64,389
10.131.36.190,10.129.104.64,389
10.131.36.198,10.129.104.65,389
10.131.36.199,10.129.104.64,389
10.131.36.204,10.129.104.65,389
10.131.36.213,10.129.104.64,389
10.131.36.224,10.129.104.64,389
10.131.36.230,10.129.104.65,389
10.131.36.233,10.129.104.64,389
10.131.36.247,10.129.104.64,389
10.131.36.52,10.129.104.65,389
10.131.36.54,10.129.104.64,389
10.131.36.57,10.5.76.230,389
10.131.36.64,10.5.76.214,389
10.131.36.67,10.129.104.64,389
10.131.36.68,10.129.104.65,389
10.131.36.70,10.129.104.64,389
10.131.36.79,10.129.104.64,389
10.131.36.90,10.129.104.64,389
10.131.36.91,10.129.104.64,389
10.131.36.93,10.129.104.65,389
10.131.36.99,10.5.76.214,389
10.131.37.125,10.5.76.214,389
10.131.37.132,10.129.104.65,389
10.131.37.188,10.129.104.64,389
10.131.37.193,10.129.104.65,389
10.131.37.194,10.129.104.65,389
10.131.37.196,10.129.104.64,389
10.131.37.201,10.129.104.64,389
10.131.37.28,10.129.104.65,389
10.131.37.30,10.129.104.65,389
10.131.37.44,10.129.104.65,389
10.131.37.74,10.129.104.65,389
10.131.37.80,10.5.76.230,389
10.131.37.9,10.129.104.64,389
10.131.48.133,10.129.104.64,389
10.131.48.158,10.129.104.64,389
10.131.48.162,10.129.104.64,389
10.131.80.16,10.129.104.65,389
10.131.81.194,10.129.104.65,389
10.131.81.208,10.129.104.64,389
10.131.81.212,10.129.104.64,389
10.131.81.214,10.129.104.64,389
10.131.81.215,10.129.104.64,389
10.131.81.216,10.129.104.64,389
10.131.84.176,10.129.104.64,389
10.131.84.60,10.129.104.64,389
10.131.85.143,10.5.76.214,389
10.131.85.179,10.129.104.65,389
10.131.96.102,10.129.104.64,389
10.131.96.104,10.129.104.65,389
10.131.96.110,10.5.76.214,389
10.131.96.111,10.129.104.64,389
10.131.96.118,10.129.104.65,389
10.131.96.119,10.129.104.64,389
10.131.96.122,10.129.104.65,389
10.131.96.123,10.129.104.65,389
10.131.96.127,10.129.104.64,389
10.131.96.129,10.129.104.65,389
10.131.96.133,10.129.104.65,389
10.131.96.134,10.129.104.64,389
10.131.96.135,10.129.104.65,389
10.131.96.138,10.129.104.64,389
10.131.96.142,10.129.104.65,389
10.131.96.143,10.129.104.65,389
10.131.96.144,10.129.104.64,389
10.131.96.147,10.129.104.64,389
10.131.96.148,10.129.104.64,389
10.131.96.152,10.129.104.64,389
10.131.96.154,10.129.104.65,389
10.131.96.156,10.129.104.64,389
10.131.96.160,10.129.104.65,389
10.131.96.174,10.129.104.64,389
10.131.96.181,10.129.104.65,389
10.131.96.183,10.129.104.64,389
10.131.96.189,10.129.104.65,389
10.131.96.191,10.129.104.65,389
10.131.96.203,10.129.104.64,389
10.131.96.210,10.129.104.65,389
10.131.96.212,10.129.104.64,389
10.131.96.213,10.129.104.65,389
10.131.96.214,10.129.104.64,389
10.131.96.219,10.129.104.65,389
10.131.96.220,10.129.104.65,389
10.131.96.221,10.129.104.64,389
10.131.96.225,10.129.104.65,389
10.131.96.226,10.129.104.65,389
10.131.96.229,10.129.104.64,389
10.131.96.232,10.129.104.65,389
10.131.96.234,10.129.104.65,389
10.131.96.239,10.129.104.64,389
10.131.96.244,10.129.104.65,389
10.131.96.252,10.129.104.64,389
10.131.96.5,10.129.104.64,389
10.131.96.58,10.129.104.65,389
10.131.96.66,10.129.104.65,389
10.131.96.68,10.129.104.64,389
10.131.96.70,10.129.104.64,389
10.131.96.71,10.129.104.65,389
10.131.96.77,10.129.104.64,389
10.131.96.79,10.129.104.64,389
10.131.96.84,10.129.104.64,389
10.131.96.85,10.129.104.64,389
10.131.96.87,10.129.104.64,389
10.131.96.88,10.129.104.64,389
10.131.96.89,10.129.104.65,389
10.131.96.93,10.129.104.65,389
10.131.96.97,10.129.104.65,389
10.131.96.98,10.129.104.65,389
10.131.96.99,10.129.104.64,389
10.132.0.14,10.129.104.65,389
10.132.0.24,10.129.104.65,389
10.132.0.79,10.129.104.64,389
10.132.0.84,10.40.202.20,389
10.132.0.85,10.129.104.64,389
10.132.0.86,10.129.104.64,389
10.132.1.100,10.129.104.64,389
10.132.1.154,10.129.104.65,389
10.132.1.168,10.5.76.209,389
10.132.1.34,10.129.104.65,389
10.132.1.40,10.129.104.64,389
10.132.1.70,10.5.76.230,389
10.132.1.88,10.129.104.65,389
10.132.12.107,10.129.104.65,389
10.132.12.111,10.129.104.64,389
10.132.12.6,10.129.104.65,389
10.132.4.112,10.129.104.65,389
10.132.4.113,10.5.76.214,389
10.132.4.134,10.129.104.64,389
10.132.4.177,10.129.104.65,389
10.132.4.196,10.129.104.64,389
10.132.4.203,10.5.76.123,389
10.132.4.209,10.129.104.65,389
10.132.4.237,10.5.76.209,389
10.132.4.32,10.5.76.123,389
10.132.4.66,10.129.104.65,389
10.132.4.73,10.129.104.64,389
10.132.4.81,10.129.104.64,389
10.132.6.14,10.129.104.64,389
10.132.6.23,10.129.104.65,389
10.132.6.34,10.129.104.64,389
10.133.0.105,10.5.76.194,389
10.133.0.106,10.30.192.32,389
10.133.0.107,10.36.232.102,389
10.133.0.120,10.129.104.64,389
10.133.0.131,10.129.104.64,389
10.133.0.147,10.129.104.64,389
10.133.0.150,10.129.104.64,389
10.133.0.152,10.129.104.65,389
10.133.0.153,10.129.104.64,389
10.133.0.159,10.129.104.64,389
10.133.0.160,10.129.104.64,389
10.133.0.164,10.129.104.64,389
10.133.0.178,10.129.104.64,389
10.133.0.187,10.129.104.64,389
10.133.0.190,10.129.104.65,389
10.133.0.193,10.129.104.64,389
10.133.0.194,10.129.104.64,389
10.133.0.198,10.129.104.65,389
10.133.0.199,10.129.104.65,389
10.133.0.200,10.129.104.65,389
10.133.0.206,10.129.104.64,389
10.133.0.214,10.129.104.65,389
10.133.0.224,10.129.104.65,389
10.133.0.227,10.129.104.64,389
10.133.0.229,10.129.104.64,389
10.133.0.235,10.129.104.64,389
10.133.0.255,10.129.104.64,389
10.133.0.47,10.129.104.65,389
10.133.0.57,10.129.104.65,389
10.133.0.94,10.129.104.64,389
10.133.1.101,10.129.104.64,389
10.133.1.104,10.129.104.65,389
10.133.1.105,10.129.104.65,389
10.133.1.106,10.129.104.64,389
10.133.1.108,10.129.104.64,389
10.133.1.109,10.129.104.64,389
10.133.1.110,10.129.104.65,389
10.133.1.112,10.129.104.64,389
10.133.1.113,10.129.104.64,389
10.133.1.122,10.129.104.64,389
10.133.1.128,10.129.104.64,389
10.133.1.129,10.129.104.65,389
10.133.1.132,10.129.104.65,389
10.133.1.134,10.129.104.64,389
10.133.1.135,10.129.104.65,389
10.133.1.139,10.129.104.65,389
10.133.1.142,10.129.104.64,389
10.133.1.147,10.129.104.65,389
10.133.1.151,10.129.104.64,389
10.133.1.153,10.129.104.64,389
10.133.1.16,10.129.104.64,389
10.133.1.161,10.129.104.64,389
10.133.1.171,10.129.104.64,389
10.133.1.180,10.129.104.64,389
10.133.1.187,10.129.104.64,389
10.133.1.189,10.129.104.64,389
10.133.1.190,10.129.104.65,389
10.133.1.192,10.129.104.65,389
10.133.1.196,10.129.104.64,389
10.133.1.2,10.129.104.65,389
10.133.1.200,10.129.104.64,389
10.133.1.204,10.129.104.65,389
10.133.1.222,10.129.104.65,389
10.133.1.227,10.5.76.230,389
10.133.1.228,10.129.104.65,389
10.133.1.231,10.129.104.65,389
10.133.1.233,10.129.104.64,389
10.133.1.236,10.129.104.64,389
10.133.1.24,10.129.104.65,389
10.133.1.242,10.129.104.64,389
10.133.1.249,10.129.104.64,389
10.133.1.26,10.129.104.64,389
10.133.1.3,10.129.104.64,389
10.133.1.31,10.129.104.64,389
10.133.1.35,10.129.104.65,389
10.133.1.36,10.129.104.65,389
10.133.1.52,10.129.104.64,389
10.133.1.53,10.129.104.64,389
10.133.1.6,10.129.104.65,389
10.133.1.71,10.129.104.65,389
10.133.1.80,10.129.104.65,389
10.133.4.103,10.129.104.65,389
10.133.4.105,10.129.104.64,389
10.133.4.106,10.129.104.65,389
10.133.4.108,10.129.104.64,389
10.133.4.109,10.129.104.64,389
10.133.4.11,10.129.104.65,389
10.133.4.119,10.129.104.65,389
10.133.4.12,10.129.104.65,389
10.133.4.132,10.129.104.64,389
10.133.4.135,10.129.104.64,389
10.133.4.137,10.129.104.64,389
10.133.4.143,10.129.104.64,389
10.133.4.149,10.129.104.64,389
10.133.4.15,10.129.104.64,389
10.133.4.153,10.129.104.64,389
10.133.4.161,10.129.104.65,389
10.133.4.162,10.129.104.65,389
10.133.4.165,10.129.104.64,389
10.133.4.171,10.129.104.65,389
10.133.4.177,10.129.104.64,389
10.133.4.18,10.129.104.64,389
10.133.4.180,10.129.104.65,389
10.133.4.185,10.129.104.64,389
10.133.4.192,10.129.104.64,389
10.133.4.196,10.129.104.65,389
10.133.4.199,10.5.76.123,389
10.133.4.206,10.129.104.64,389
10.133.4.21,10.129.104.64,389
10.133.4.210,10.129.104.65,389
10.133.4.218,10.5.76.214,389
10.133.4.224,10.129.104.64,389
10.133.4.23,10.129.104.65,389
10.133.4.236,10.129.104.64,389
10.133.4.237,10.129.104.64,389
10.133.4.24,10.129.104.64,389
10.133.4.241,10.129.104.65,389
10.133.4.244,10.129.104.64,389
10.133.4.28,10.129.104.64,389
10.133.4.36,10.129.104.65,389
10.133.4.37,10.129.104.65,389
10.133.4.38,10.129.104.65,389
10.133.4.42,10.129.104.65,389
10.133.4.46,10.129.104.64,389
10.133.4.50,10.129.104.64,389
10.133.4.60,10.129.104.64,389
10.133.4.62,10.129.104.64,389
10.133.4.66,10.5.76.123,389
10.133.4.69,10.129.104.64,389
10.133.4.77,10.129.104.64,389
10.133.4.78,10.129.104.64,389
10.133.4.84,10.129.104.65,389
10.133.4.88,10.129.104.64,389
10.133.4.94,10.129.104.64,389
10.133.4.97,10.129.104.64,389
10.133.5.105,10.129.104.65,389
10.133.5.11,10.129.104.64,389
10.133.5.120,10.129.104.64,389
10.133.5.13,10.129.104.64,389
10.133.5.142,10.129.104.64,389
10.133.5.157,10.129.104.65,389
10.133.5.159,10.129.104.64,389
10.133.5.160,10.129.104.64,389
10.133.5.161,10.129.104.65,389
10.133.5.162,10.129.104.65,389
10.133.5.17,10.129.104.64,389
10.133.5.172,10.129.104.65,389
10.133.5.190,10.129.104.65,389
10.133.5.199,10.129.104.64,389
10.133.5.20,10.129.104.65,389
10.133.5.212,10.129.104.65,389
10.133.5.216,10.129.104.64,389
10.133.5.237,10.129.104.64,389
10.133.5.26,10.129.104.65,389
10.133.5.28,10.129.104.64,389
10.133.5.5,10.129.104.65,389
10.133.5.7,10.129.104.64,389
10.133.5.72,10.129.104.65,389
10.133.5.83,10.129.104.65,389
10.133.9.17,10.129.104.64,389
10.134.129.218,10.129.104.65,389
10.134.129.219,10.129.104.65,389
10.134.129.226,10.129.104.64,389
10.134.160.169,10.129.104.65,389
10.134.160.234,10.5.76.230,389
10.134.160.242,10.129.104.65,389
10.134.160.8,10.129.104.65,389
10.134.161.51,10.129.104.64,389
10.134.96.124,10.129.104.64,389
10.134.96.125,10.129.104.65,389
10.134.96.31,10.129.104.65,389
10.136.140.220,10.129.104.65,389
10.136.140.222,10.129.104.65,389
10.136.140.225,10.129.104.65,389
10.136.140.226,10.129.104.65,389
10.136.140.227,10.129.104.65,389
10.136.140.228,10.129.104.65,389
10.136.140.229,10.129.104.65,389
10.136.140.230,10.129.104.64,389
10.136.140.232,10.5.76.230,389
10.136.140.233,10.129.104.65,389
10.136.140.234,10.129.104.64,389
10.136.140.237,10.129.104.64,389
10.136.140.238,10.129.104.64,389
10.136.140.239,10.129.104.64,389
10.136.140.240,10.129.104.65,389
10.136.140.241,10.129.104.65,389
10.136.140.242,10.129.104.64,389
10.136.140.244,10.129.104.65,389
10.136.140.245,10.129.104.65,389
10.136.140.246,10.129.104.64,389
10.136.140.248,10.5.76.230,389
10.136.140.251,10.129.104.64,389
10.136.140.252,10.129.104.64,389
10.136.140.253,10.129.104.65,389
10.136.140.254,10.129.104.65,389
10.136.141.1,10.129.104.65,389
10.136.141.10,10.129.104.64,389
10.136.141.11,10.5.76.123,389
10.136.141.12,10.5.76.123,389
10.136.141.14,10.129.104.65,389
10.136.141.15,10.129.104.64,389
10.136.141.16,10.129.104.64,389
10.136.141.18,10.129.104.64,389
10.136.141.19,10.129.104.65,389
10.136.141.20,10.129.104.65,389
10.136.141.21,10.129.104.64,389
10.136.141.22,10.5.76.214,389
10.136.141.24,10.129.104.64,389
10.136.141.25,10.129.104.65,389
10.136.141.26,10.129.104.64,389
10.136.141.28,10.129.104.64,389
10.136.141.29,10.129.104.64,389
10.136.141.3,10.129.104.64,389
10.136.141.30,10.129.104.64,389
10.136.141.31,10.129.104.64,389
10.136.141.32,10.129.104.64,389
10.136.141.33,10.129.104.64,389
10.136.141.34,10.129.104.65,389
10.136.141.37,10.129.104.65,389
10.136.141.38,10.5.76.230,389
10.136.141.4,10.129.104.64,389
10.136.141.40,10.129.104.65,389
10.136.141.41,10.129.104.64,389
10.136.141.43,10.129.104.64,389
10.136.141.45,10.129.104.65,389
10.136.141.46,10.129.104.65,389
10.136.141.48,10.129.104.64,389
10.136.141.49,10.129.104.64,389
10.136.141.50,10.129.104.64,389
10.136.141.52,10.129.104.65,389
10.136.141.54,10.129.104.65,389
10.136.141.55,10.129.104.65,389
10.136.141.56,10.5.76.230,389
10.136.141.57,10.129.104.65,389
10.136.141.58,10.5.76.123,389
10.136.141.59,10.129.104.65,389
10.136.141.6,10.129.104.65,389
10.136.141.60,10.129.104.64,389
10.136.141.61,10.129.104.65,389
10.136.141.62,10.129.104.64,389
10.136.141.65,10.129.104.64,389
10.136.141.66,10.129.104.65,389
10.136.141.67,10.129.104.64,389
10.136.141.68,10.129.104.65,389
10.136.141.69,10.129.104.65,389
10.136.141.7,10.129.104.65,389
10.136.141.71,10.129.104.65,389
10.136.141.72,10.129.104.64,389
10.136.141.73,10.129.104.64,389
10.136.141.75,10.129.104.65,389
10.136.141.76,10.5.76.214,389
10.136.141.77,10.129.104.65,389
10.136.141.78,10.129.104.64,389
10.136.141.79,10.129.104.65,389
10.136.141.80,10.129.104.64,389
10.136.141.81,10.129.104.64,389
10.136.141.82,10.129.104.65,389
10.136.141.9,10.129.104.64,389
10.136.144.19,10.5.76.123,389
10.136.144.254,10.129.104.64,389
10.136.145.12,10.129.104.65,389
10.136.145.67,10.129.104.64,389
10.136.145.94,10.129.104.65,389
10.136.146.101,10.129.104.64,389
10.136.146.103,10.129.104.65,389
10.136.146.22,10.129.104.64,389
10.136.146.67,10.129.104.65,389
10.136.147.148,10.129.104.64,389
10.136.147.156,10.129.104.64,389
10.136.147.165,10.129.104.64,389
10.136.147.19,10.129.104.65,389
10.136.147.251,10.129.104.65,389
10.136.147.43,10.129.104.65,389
10.136.147.76,10.129.104.65,389
10.136.148.20,10.129.104.65,389
10.136.148.34,10.129.104.64,389
10.136.148.46,10.129.104.65,389
10.136.163.40,10.129.104.65,389
10.136.163.41,10.129.104.65,389
10.136.163.42,10.129.104.65,389
10.136.163.44,10.129.104.65,389
10.136.163.46,10.5.76.123,389
10.136.163.47,10.129.104.64,389
10.136.163.48,10.129.104.64,389
10.136.163.49,10.5.76.230,389
10.136.163.50,10.129.104.64,389
10.136.163.51,10.5.76.123,389
10.136.163.52,10.5.76.230,389
10.136.163.54,10.5.76.214,389
10.136.163.55,10.129.104.64,389
10.136.163.56,10.129.104.64,389
10.136.163.58,10.129.104.65,389
10.136.163.59,10.129.104.64,389
10.136.163.60,10.129.104.64,389
10.136.163.61,10.129.104.64,389
10.136.163.62,10.5.76.214,389
10.136.169.101,10.129.104.64,389
10.136.169.102,10.129.104.65,389
10.136.169.103,10.129.104.65,389
10.136.169.104,10.129.104.64,389
10.136.169.105,10.129.104.65,389
10.136.169.106,10.129.104.65,389
10.136.169.107,10.30.192.33,389
10.136.169.109,10.5.76.209,389
10.136.169.111,10.129.104.65,389
10.136.169.112,10.129.104.65,389
10.136.169.113,10.129.104.65,389
10.136.169.115,10.129.104.65,389
10.136.169.116,10.5.76.214,389
10.136.169.117,10.129.104.65,389
10.136.169.120,10.129.104.64,389
10.136.169.121,10.129.104.65,389
10.136.169.122,10.129.104.65,389
10.136.169.123,10.129.104.64,389
10.136.169.124,10.129.104.64,389
10.136.169.81,10.129.104.64,389
10.136.169.84,10.129.104.65,389
10.136.169.85,10.129.104.64,389
10.136.169.87,10.129.104.64,389
10.136.169.90,10.129.104.64,389
10.136.169.91,10.129.104.65,389
10.136.169.92,10.129.104.65,389
10.136.169.94,10.129.104.65,389
10.136.169.95,10.129.104.65,389
10.136.169.96,10.5.76.123,389
10.136.169.97,10.129.104.64,389
10.136.169.99,10.129.104.65,389
10.136.172.252,10.129.104.65,389
10.136.172.27,10.129.104.65,389
10.136.172.84,10.129.104.64,389
10.136.173.20,10.129.104.65,389
10.136.174.115,10.129.104.64,389
10.136.174.21,10.129.104.64,389
10.136.174.55,10.129.104.64,389
10.136.174.59,10.129.104.64,389
10.136.174.61,10.129.104.64,389
10.136.174.68,10.129.104.64,389
10.136.174.91,10.129.104.65,389
10.136.182.117,10.129.104.64,389
10.136.182.129,10.129.104.65,389
10.136.182.132,10.40.202.19,389
10.136.182.155,10.129.104.65,389
10.160.152.21,10.40.202.19,389
10.160.152.23,10.40.202.20,389
10.160.152.25,10.40.202.20,389
10.160.152.28,10.40.202.19,389
10.160.152.29,10.40.202.20,389
10.160.152.32,10.40.202.20,389
10.160.152.34,10.40.202.19,389
10.160.152.35,10.40.202.20,389
10.160.16.41,10.40.202.19,389
10.160.16.99,10.40.202.19,389
10.160.18.12,10.40.202.19,389
10.160.18.146,10.40.202.20,389
10.160.18.156,10.40.202.20,389
10.160.18.236,10.40.202.19,389
10.160.18.240,10.40.202.20,389
10.160.18.245,10.40.202.19,389
10.160.18.248,10.40.202.19,389
10.160.18.50,10.40.202.19,389
10.160.19.105,10.40.202.19,389
10.160.19.122,10.40.202.20,389
10.160.19.159,10.40.202.19,389
10.160.19.162,10.40.202.20,389
10.160.19.174,10.40.202.20,389
10.160.19.186,10.40.202.19,389
10.160.19.190,10.40.202.20,389
10.160.19.201,10.40.202.20,389
10.160.19.215,10.40.202.20,389
10.160.19.230,10.40.202.19,389
10.160.19.3,10.40.202.19,389
10.160.19.38,10.40.202.19,389
10.160.19.45,10.40.202.20,389
10.160.19.7,10.40.202.19,389
10.160.227.217,10.40.202.19,389
10.160.227.227,10.40.202.19,389
10.160.227.228,10.40.202.19,389
10.160.227.231,10.5.76.194,389
10.160.227.235,10.40.202.19,389
10.160.227.239,10.5.76.214,389
10.160.227.241,10.40.202.19,389
10.160.227.245,10.40.202.19,389
10.160.227.246,10.40.202.19,389
10.160.227.247,10.40.202.19,389
10.160.227.248,10.40.202.19,389
10.160.227.249,10.40.202.19,389
10.160.227.250,10.40.202.20,389
10.160.227.251,10.40.202.19,389
10.160.26.138,10.40.202.20,389
10.160.26.142,10.40.202.20,389
10.160.26.145,10.40.202.20,389
10.160.26.160,10.40.202.19,389
10.160.26.167,10.40.202.19,389
10.160.26.168,10.40.202.19,389
10.160.26.195,10.40.202.20,389
10.160.26.226,10.40.202.19,389
10.160.26.251,10.40.202.19,389
10.160.27.100,10.40.202.19,389
10.160.27.115,10.40.202.19,389
10.160.27.124,10.40.202.20,389
10.160.27.135,10.40.202.19,389
10.160.27.143,10.40.202.20,389
10.160.27.162,10.40.202.20,389
10.160.27.17,10.40.202.20,389
10.160.27.170,10.40.202.19,389
10.160.27.184,10.40.202.19,389
10.160.27.200,10.40.202.20,389
10.160.27.226,10.40.202.20,389
10.160.27.227,10.40.202.19,389
10.160.27.242,10.40.202.19,389
10.160.27.244,10.40.202.19,389
10.160.27.245,10.40.202.19,389
10.160.27.253,10.40.202.19,389
10.160.27.56,10.40.202.20,389
10.160.27.75,10.40.202.20,389
10.160.27.8,10.40.202.20,389
10.160.27.85,10.5.76.209,389
10.160.4.12,10.40.202.20,389
10.160.4.200,10.40.202.19,389
10.160.4.205,10.40.202.20,389
10.160.4.215,10.40.202.20,389
10.160.4.36,10.40.202.19,389
10.160.4.63,10.129.104.64,389
10.160.4.64,10.5.76.209,389
10.160.69.139,10.40.202.19,389
10.160.69.143,10.40.202.20,389
10.160.69.239,10.40.202.19,389
10.160.70.169,10.40.202.20,389
10.160.70.17,10.40.202.20,389
10.160.70.174,10.40.202.19,389
10.160.70.19,10.40.202.19,389
10.160.70.92,10.40.202.20,389
10.160.71.175,10.40.202.19,389
10.160.71.183,10.40.202.19,389
10.160.71.39,10.40.202.19,389
10.162.114.241,10.40.202.19,389
10.162.116.107,10.5.76.230,389
10.162.116.108,10.5.76.209,389
10.162.116.109,10.5.76.230,389
10.162.116.110,10.5.76.135,389
10.162.116.111,10.5.76.135,389
10.162.116.113,10.5.76.135,389
10.162.116.114,10.40.202.19,389
